timestamp,eta,epoch,train_accuracy,train_precision,train_recall,train_f1,test_accuracy,test_precision,test_recall,test_f1
20260402_203451,0.0009,6,0.7777804585232909,0.795543305700521,0.7777804585232909,0.7813189965139806,0.7777388074187799,0.7956493338926682,0.7777388074187799,0.7812839841230502
20260402_210909,0.0009,6,0.6268160518997233,0.7481474959987052,0.6268160518997233,0.6228330368370391,0.6268915329909824,0.7482889346957445,0.6268915329909824,0.6227984247849201
20260402_213437,0.0009,6,0.6287978887612548,0.7450241928674267,0.6287978887612548,0.6257588682086027,0.6289953809095241,0.7451752392695078,0.6289953809095241,0.6258461429194093
20260402_214225,0.0009,6,0.778953016610757,0.7942195254603092,0.778953016610757,0.7822664296224173,0.7790000132352163,0.7943040523453431,0.7790000132352163,0.7823233063111903
